代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	
="300170"	汉得信息	2.42	22.46	0.53	22.46	22.47	62578	511	         -0.08	          2.58	21.85	23.02	21.75	21.93	    42.92	140965008	  1.05	软件服务	上海	 5.79	
="300062"	中能电气	2.15	10.47	0.22	10.43	10.47	19495	122	         -0.09	          2.51	10.27	10.64	10.16	10.25	    40.50	20499906	  1.18	电气设备	福建	 4.68	
="002593"	日上集团	2.05	9.46	0.19	9.46	9.47	37815	902	          0.21	          4.99	9.28	9.66	9.27	9.27	    54.14	35674848	  1.54	汽车配件	福建	 4.21	
="000561"	烽火电子	2.00	6.64	0.13	6.64	6.65	134361	763	         -0.15	          2.26	6.53	6.82	6.40	6.51	--  	89216392	  2.58	通信设备	陕西	 6.45	
="600603"	大洲兴业	1.85	7.15	0.13	7.14	7.15	120450	68	          0.00	          6.19	6.96	7.18	6.88	7.02	    11.30	84605472	  0.55	综合类	福建	 4.27	
="603077"	和邦股份	1.60	14.58	0.23	14.58	14.59	19556	6	         -0.13	          1.30	14.36	14.68	14.27	14.35	   117.05	28264656	  0.57	化工原料	四川	 2.86	
="600405"	动力源	1.52	12.69	0.19	12.68	12.69	210699	100	          0.39	          8.29	12.40	12.87	12.30	12.50	   441.23	265856720	  0.92	电气设备	北京	 4.56	
="000852"	江钻股份	1.48	19.18	0.28	19.18	19.19	25888	1136	          0.31	          1.99	18.84	19.18	18.60	18.90	    73.99	48858120	  0.75	化工机械	湖北	 3.07	
="000078"	海王生物	1.46	8.35	0.12	8.35	8.36	169793	2102	          0.11	          2.61	8.28	8.50	8.27	8.23	    78.40	142569424	  1.01	生物制药	深圳	 2.79	
="600529"	山东药玻	1.41	10.78	0.15	10.78	10.79	30978	8	          0.27	          1.20	10.63	10.79	10.50	10.63	    20.37	33128868	  0.86	玻璃	山东	 2.73	
